code,name,market,主力控盘日期,控盘程度,main_cost_value
000001,平安银行,000001.sz,2015-04-13,强烈控盘,11.98
000002,万  科Ａ,000002.sz,2015-04-13,高度控盘,12.91
000004,国农科技,000004.sz,2015-04-13,强烈控盘,22.05
000005,世纪星源,000005.sz,2014-12-26,微弱控盘,4.21
000006,深振业Ａ,000006.sz,2015-04-13,强烈控盘,8.58
000007,零七股份,000007.sz,2015-04-13,强烈控盘,17.59
000008,神州高铁,000008.sz,2015-03-11,强烈控盘,19.7
000009,中国宝安,000009.sz,2015-04-13,强烈控盘,16.17
000010,深华新,000010.sz,2014-12-25,微弱控盘,7.78
000011,深物业A,000011.sz,2015-04-13,强烈控盘,13.7
000012,南  玻Ａ,000012.sz,2015-03-18,强烈控盘,9.85
000014,沙河股份,000014.sz,2015-04-13,强烈控盘,18.09
000016,深康佳Ａ,000016.sz,2015-04-13,强烈控盘,9.99
000017,深中华A,000017.sz,2015-04-13,强烈控盘,9.82
000018,中冠A,000018.sz,2015-04-13,强烈控盘,25.13
000019,深深宝Ａ,000019.sz,2015-04-13,强烈控盘,9.67
000020,深华发Ａ,000020.sz,2015-04-13,强烈控盘,13.77
000021,深科技,000021.sz,2015-04-13,强烈控盘,9.91
000022,深赤湾Ａ,000022.sz,2015-04-13,强烈控盘,20.24
000023,深天地Ａ,000023.sz,2015-04-13,强烈控盘,21.7
000024,招商地产,000024.sz,2015-04-02,高度控盘,28.3
000025,特  力Ａ,000025.sz,2015-04-13,强烈控盘,15.82
000026,飞亚达Ａ,000026.sz,2015-04-08,强烈控盘,12.36
000027,深圳能源,000027.sz,2015-04-13,强烈控盘,12.44
000028,国药一致,000028.sz,2015-04-13,强烈控盘,51.59
000029,深深房Ａ,000029.sz,2015-04-13,强烈控盘,8.47
000030,富奥股份,000030.sz,2015-04-13,强烈控盘,9.94
000031,中粮地产,000031.sz,2015-04-13,强烈控盘,9.8
000032,深桑达Ａ,000032.sz,2015-04-13,强烈控盘,14.15
000034,深信泰丰,000034.sz,2015-03-20,强烈控盘,7.84
000035,中国天楹,000035.sz,2015-04-13,强烈控盘,17.05
000036,华联控股,000036.sz,2015-04-10,强烈控盘,5.3
000037,深南电Ａ,000037.sz,2015-04-13,强烈控盘,9.99
000038,深大通,000038.sz,2015-03-23,强烈控盘,22.81
000039,中集集团,000039.sz,2015-04-13,强烈控盘,21.87
000040,宝安地产,000040.sz,2015-04-13,强烈控盘,7.7
000042,中洲控股,000042.sz,2015-04-13,强烈控盘,16.94
000043,中航地产,000043.sz,2015-04-13,强烈控盘,11.1
000045,深纺织Ａ,000045.sz,2015-04-13,强烈控盘,11.3
000046,泛海控股,000046.sz,2015-04-13,强烈控盘,10.33
000048,康达尔,000048.sz,2015-04-13,强烈控盘,12.67
000049,德赛电池,000049.sz,2015-04-13,强烈控盘,40.34
000050,深天马Ａ,000050.sz,2015-04-13,强烈控盘,24.6
000055,方大集团,000055.sz,2015-04-13,强烈控盘,10.68
000056,深国商,000056.sz,2015-04-13,强烈控盘,19.03
000058,深 赛 格,000058.sz,2015-04-13,强烈控盘,9.81
000059,华锦股份,000059.sz,2015-04-13,中度控盘,9.84
000060,中金岭南,000060.sz,2015-04-13,强烈控盘,12.11
000061,农 产 品,000061.sz,2015-04-13,强烈控盘,13.34
000062,深圳华强,000062.sz,2015-03-12,强烈控盘,21.08
000063,中兴通讯,000063.sz,2015-04-13,强烈控盘,20.84
000065,北方国际,000065.sz,2015-04-13,强烈控盘,21.01
000066,长城电脑,000066.sz,2015-04-13,强烈控盘,12.59
000068,*ST华赛,000068.sz,2015-01-26,轻度控盘,8.94
000069,华侨城Ａ,000069.sz,2015-04-13,强烈控盘,9.09
000070,特发信息,000070.sz,2015-04-13,强烈控盘,10.36
000078,海王生物,000078.sz,2015-04-13,强烈控盘,16.28
000088,盐 田 港,000088.sz,2015-04-13,强烈控盘,10.24
000089,深圳机场,000089.sz,2015-04-13,强烈控盘,6.57
000090,天健集团,000090.sz,2015-04-13,强烈控盘,16.64
000096,广聚能源,000096.sz,2015-04-13,强烈控盘,8.95
000099,中信海直,000099.sz,2015-04-13,强烈控盘,15.62
000100,TCL 集团,000100.sz,2015-04-13,强烈控盘,5.54
000150,宜华健康,000150.sz,2015-04-13,强烈控盘,29.37
000151,中成股份,000151.sz,2015-04-13,强烈控盘,22.54
000153,丰原药业,000153.sz,2015-04-13,强烈控盘,13.72
000155,ST川化,000155.sz,2015-04-13,强烈控盘,9.52
000156,华数传媒,000156.sz,2015-04-13,强烈控盘,41.87
000157,中联重科,000157.sz,2015-04-13,强烈控盘,6.85
000158,常山股份,000158.sz,2015-04-13,强烈控盘,14.29
000159,国际实业,000159.sz,2015-04-13,强烈控盘,12.67
000301,东方市场,000301.sz,2015-04-13,强烈控盘,6.09
000333,美的集团,000333.sz,2015-04-13,强烈控盘,27.39
000338,潍柴动力,000338.sz,2015-04-13,强烈控盘,29.36
000400,许继电气,000400.sz,2015-04-13,强烈控盘,28.59
000401,冀东水泥,000401.sz,2015-04-13,强烈控盘,13.49
000402,金 融 街,000402.sz,2015-04-13,强烈控盘,10.74
000404,华意压缩,000404.sz,2015-04-13,强烈控盘,8.74
000407,胜利股份,000407.sz,2015-04-13,强烈控盘,7.95
000408,金谷源,000408.sz,2015-04-13,强烈控盘,13.09
000409,山东地矿,000409.sz,2015-04-13,强烈控盘,14.21
000410,沈阳机床,000410.sz,2015-03-02,强烈控盘,16.9
000411,英特集团,000411.sz,2014-11-27,强烈控盘,17.01
000413,东旭光电,000413.sz,2015-04-13,强烈控盘,11.97
000415,渤海租赁,000415.sz,2015-01-16,中度控盘,11.95
000416,民生控股,000416.sz,2015-04-13,强烈控盘,11.18
000417,合肥百货,000417.sz,2015-04-13,强烈控盘,9.98
000418,小天鹅Ａ,000418.sz,2015-04-13,强烈控盘,15.39
000419,通程控股,000419.sz,2015-04-13,强烈控盘,7.99
000420,吉林化纤,000420.sz,2015-04-13,强烈控盘,6.33
000421,南京中北,000421.sz,2015-04-13,强烈控盘,8.69
000422,湖北宜化,000422.sz,2015-04-13,强烈控盘,7.92
000423,东阿阿胶,000423.sz,2015-04-13,强烈控盘,41.94
000425,徐工机械,000425.sz,2015-04-13,强烈控盘,14.1
000426,兴业矿业,000426.sz,2015-04-13,强烈控盘,13.42
000428,华天酒店,000428.sz,2015-04-13,强烈控盘,7.82
000429,粤高速Ａ,000429.sz,2015-04-07,强烈控盘,5.46
000430,张家界,000430.sz,2015-04-13,强烈控盘,9.9
000488,晨鸣纸业,000488.sz,2015-04-13,强烈控盘,7.57
000498,山东路桥,000498.sz,2015-04-13,强烈控盘,7.11
000501,鄂武商Ａ,000501.sz,2015-04-13,强烈控盘,16.55
000502,绿景控股,000502.sz,2015-02-27,强烈控盘,10.77
000503,海虹控股,000503.sz,2015-03-20,强烈控盘,34.42
000505,珠江控股,000505.sz,2015-04-13,强烈控盘,9.2
000506,中润资源,000506.sz,2015-03-27,高度控盘,6.43
000507,珠海港,000507.sz,2015-04-13,强烈控盘,11.23
000509,华塑控股,000509.sz,2015-04-13,强烈控盘,6.91
000510,*ST金路,000510.sz,2015-01-16,微弱控盘,6.75
000511,烯碳新材,000511.sz,2015-04-13,强烈控盘,11.44
000513,丽珠集团,000513.sz,2015-04-13,强烈控盘,52.3
000514,渝 开 发,000514.sz,2015-04-13,强烈控盘,7.96
000516,国际医学,000516.sz,2015-04-13,强烈控盘,19.13
000517,荣安地产,000517.sz,2015-04-13,强烈控盘,17.12
000518,四环生物,000518.sz,2015-03-06,高度控盘,5.88
000519,江南红箭,000519.sz,2015-04-13,强烈控盘,16.83
000521,美菱电器,000521.sz,2015-04-13,强烈控盘,7.07
000523,广州浪奇,000523.sz,2015-04-13,强烈控盘,11.79
000524,东方宾馆,000524.sz,2015-04-13,强烈控盘,14.24
000525,红 太 阳,000525.sz,2015-04-13,强烈控盘,17.53
000526,银润投资,000526.sz,2015-02-06,高度控盘,20.32
000528,柳    工,000528.sz,2015-04-13,强烈控盘,12.48
000529,广弘控股,000529.sz,2015-04-13,强烈控盘,10.99
000530,大冷股份,000530.sz,2015-04-13,强烈控盘,13.95
000531,穗恒运Ａ,000531.sz,2015-04-13,强烈控盘,13.42
000532,力合股份,000532.sz,2015-04-13,强烈控盘,18.79
000533,万 家 乐,000533.sz,2015-04-13,强烈控盘,6.1
000534,万泽股份,000534.sz,2015-04-13,强烈控盘,10.67
000536,华映科技,000536.sz,2015-04-13,强烈控盘,20.17
000537,广宇发展,000537.sz,2015-04-13,强烈控盘,10.2
000538,云南白药,000538.sz,2015-04-13,强烈控盘,59.85
000539,粤电力Ａ,000539.sz,2015-04-13,强烈控盘,6.84
000540,中天城投,000540.sz,2015-04-13,强烈控盘,10.71
000541,佛山照明,000541.sz,2015-04-13,强烈控盘,13.99
000543,皖能电力,000543.sz,2015-04-13,强烈控盘,12.87
000544,中原环保,000544.sz,2015-04-13,强烈控盘,16.46
000545,金浦钛业,000545.sz,2015-04-13,强烈控盘,14.37
000546,金圆股份,000546.sz,2015-04-13,强烈控盘,9.62
000547,闽福发Ａ,000547.sz,2015-04-08,强烈控盘,19.19
000548,湖南投资,000548.sz,2015-04-13,强烈控盘,9.93
000550,江铃汽车,000550.sz,2015-04-13,中度控盘,29.39
000551,创元科技,000551.sz,2015-04-13,强烈控盘,12.15
000552,靖远煤电,000552.sz,2015-04-13,强烈控盘,10.9
000553,沙隆达Ａ,000553.sz,2015-04-13,强烈控盘,15.27
000554,泰山石油,000554.sz,2015-04-13,强烈控盘,11.53
000555,神州信息,000555.sz,2015-04-03,强烈控盘,56.64
000558,莱茵置业,000558.sz,2015-04-13,强烈控盘,7.18
000559,万向钱潮,000559.sz,2015-04-13,强烈控盘,16.12
000560,昆百大Ａ,000560.sz,2015-04-13,强烈控盘,21.41
000561,烽火电子,000561.sz,2015-04-13,强烈控盘,11.37
000562,宏源证券,000562.sz,NA,,NA
000563,陕国投Ａ,000563.sz,2015-04-13,强烈控盘,14.24
000564,西安民生,000564.sz,2014-12-19,中度控盘,5.71
000565,渝三峡Ａ,000565.sz,2015-04-13,强烈控盘,16.92
000566,海南海药,000566.sz,2015-04-13,强烈控盘,25
000567,海德股份,000567.sz,2015-04-13,强烈控盘,14.38
000568,泸州老窖,000568.sz,2015-04-13,强烈控盘,20.96
000570,苏常柴Ａ,000570.sz,2015-04-13,强烈控盘,9.79
000571,新大洲Ａ,000571.sz,2015-04-13,强烈控盘,6.09
000572,海马汽车,000572.sz,2015-04-13,强烈控盘,6.35
000573,粤宏远Ａ,000573.sz,2015-04-13,强烈控盘,6.41
000576,广东甘化,000576.sz,2015-04-13,强烈控盘,14.35
000581,威孚高科,000581.sz,2015-04-13,强烈控盘,31.67
000582,北部湾港,000582.sz,2015-04-13,强烈控盘,23.16
000584,友利控股,000584.sz,2014-09-19,强烈控盘,6.47
000585,东北电气,000585.sz,2015-04-13,强烈控盘,6.1
000586,汇源通信,000586.sz,2015-04-13,强烈控盘,13.46
000587,金叶珠宝,000587.sz,2015-02-02,强烈控盘,11.38
000589,黔轮胎Ａ,000589.sz,2015-04-13,强烈控盘,7.98
000590,紫光古汉,000590.sz,2015-04-13,强烈控盘,17.35
000591,桐 君 阁,000591.sz,2014-12-16,轻度控盘,13.08
000592,平潭发展,000592.sz,2015-04-13,强烈控盘,23.36
000593,大通燃气,000593.sz,2015-02-03,轻度控盘,8.09
000595,西北轴承,000595.sz,2015-04-03,强烈控盘,12.69
000596,古井贡酒,000596.sz,2015-04-13,高度控盘,32.37
000597,东北制药,000597.sz,2015-04-13,强烈控盘,13.09
000598,兴蓉投资,000598.sz,2015-04-13,强烈控盘,8.65
000599,青岛双星,000599.sz,2015-04-13,强烈控盘,10.91
000600,建投能源,000600.sz,2015-04-10,强烈控盘,10.82
000601,韶能股份,000601.sz,2015-04-13,强烈控盘,7.38
000603,盛达矿业,000603.sz,2015-04-13,强烈控盘,15.63
000605,渤海股份,000605.sz,2015-01-12,轻度控盘,16.98
000606,青海明胶,000606.sz,2015-04-13,强烈控盘,9.02
000607,华媒控股,000607.sz,2015-01-16,微弱控盘,10.37
000608,阳光股份,000608.sz,2015-04-13,强烈控盘,5.46
000609,绵世股份,000609.sz,2015-04-13,强烈控盘,17.68
000610,西安旅游,000610.sz,2015-04-13,强烈控盘,12.83
000611,内蒙发展,000611.sz,2015-01-14,微弱控盘,7.43
000612,焦作万方,000612.sz,2015-04-13,强烈控盘,11.28
000613,大东海A,000613.sz,2015-04-13,强烈控盘,9.11
000615,湖北金环,000615.sz,2015-04-13,强烈控盘,13.35
000616,海航投资,000616.sz,2014-11-28,高度控盘,4.27
000617,石油济柴,000617.sz,2015-04-13,强烈控盘,11.43
000619,海螺型材,000619.sz,2015-04-13,强烈控盘,10.7
000620,新华联,000620.sz,2015-04-09,强烈控盘,8.52
000622,恒立实业,000622.sz,2015-04-13,强烈控盘,9.68
000623,吉林敖东,000623.sz,2015-04-13,强烈控盘,35.59
000625,长安汽车,000625.sz,2015-03-06,高度控盘,15.87
000626,如意集团,000626.sz,2015-03-17,强烈控盘,32.25
000627,天茂集团,000627.sz,2015-04-13,强烈控盘,10.36
000628,高新发展,000628.sz,2015-04-13,强烈控盘,11.83
000629,攀钢钒钛,000629.sz,2015-04-13,强烈控盘,3.98
000630,铜陵有色,000630.sz,2015-03-06,中度控盘,14.95
000631,顺发恒业,000631.sz,2015-04-13,强烈控盘,7.36
000632,三木集团,000632.sz,2015-04-13,强烈控盘,7.62
000633,合金投资,000633.sz,2015-01-29,轻度控盘,8.02
000635,英 力 特,000635.sz,2015-04-13,强烈控盘,13.09
000636,风华高科,000636.sz,2015-01-30,强烈控盘,8.45
000637,茂化实华,000637.sz,2015-04-13,强烈控盘,8.28
000638,万方发展,000638.sz,2015-04-13,强烈控盘,8.55
000639,西王食品,000639.sz,2015-04-13,强烈控盘,21.48
000650,仁和药业,000650.sz,2015-04-13,强烈控盘,10.49
000651,格力电器,000651.sz,2015-04-13,高度控盘,37.08
000652,泰达股份,000652.sz,2015-04-13,强烈控盘,8.56
000655,金岭矿业,000655.sz,2015-04-13,强烈控盘,13.47
000656,金科股份,000656.sz,2015-04-13,强烈控盘,24.9
000657,中钨高新,000657.sz,2015-04-13,强烈控盘,17.93
000661,长春高新,000661.sz,2015-04-13,强烈控盘,101.06
000662,索芙特,000662.sz,2015-04-13,强烈控盘,12.29
000663,永安林业,000663.sz,2014-12-23,微弱控盘,13.74
000665,湖北广电,000665.sz,2015-04-13,强烈控盘,18.15
000666,经纬纺机,000666.sz,2015-04-13,强烈控盘,20.14
000667,美好集团,000667.sz,2015-04-13,强烈控盘,4.54
000668,荣丰控股,000668.sz,2015-04-13,强烈控盘,13.86
000669,金鸿能源,000669.sz,2015-04-13,中度控盘,28.86
000670,盈方微,000670.sz,2015-04-13,强烈控盘,14.3
000671,阳 光 城,000671.sz,2015-03-25,强烈控盘,13.53
000672,上峰水泥,000672.sz,2015-04-13,强烈控盘,9.9
000673,当代东方,000673.sz,2015-04-13,强烈控盘,20.67
000677,*ST海龙,000677.sz,2014-12-11,强烈控盘,5.19
000678,襄阳轴承,000678.sz,2015-04-13,强烈控盘,7.67
000679,大连友谊,000679.sz,2015-04-13,强烈控盘,8.57
000680,山推股份,000680.sz,2015-04-13,强烈控盘,9.85
000681,视觉中国,000681.sz,2015-04-13,强烈控盘,35.32
000682,东方电子,000682.sz,2015-04-13,强烈控盘,6.43
000683,远兴能源,000683.sz,2015-04-13,强烈控盘,6.07
000685,中山公用,000685.sz,2015-04-13,强烈控盘,22.97
000686,东北证券,000686.sz,2015-04-13,强烈控盘,21.28
000687,恒天天鹅,000687.sz,2014-09-04,中度控盘,4.99
000688,建新矿业,000688.sz,2015-04-13,强烈控盘,9.09
000690,宝新能源,000690.sz,2015-04-13,强烈控盘,7.21
000691,亚太实业,000691.sz,2015-04-13,强烈控盘,7.47
000692,惠天热电,000692.sz,2015-01-30,中度控盘,4.75
000693,华泽钴镍,000693.sz,2015-04-13,中度控盘,24.29
000695,滨海能源,000695.sz,2015-04-13,强烈控盘,17.07
000697,炼石有色,000697.sz,2015-04-13,强烈控盘,25.28
000698,沈阳化工,000698.sz,2015-04-13,强烈控盘,7.24
000700,模塑科技,000700.sz,2015-04-13,强烈控盘,17.76
000701,厦门信达,000701.sz,2015-04-13,强烈控盘,17.58
000702,正虹科技,000702.sz,2015-04-13,强烈控盘,10.39
000703,恒逸石化,000703.sz,2015-04-13,强烈控盘,9.69
000705,浙江震元,000705.sz,2015-04-13,强烈控盘,13.39
000707,双环科技,000707.sz,2015-04-13,强烈控盘,6.4
000708,大冶特钢,000708.sz,2015-04-13,强烈控盘,11.5
000709,河北钢铁,000709.sz,2015-04-13,强烈控盘,3.87
000710,天兴仪表,000710.sz,2015-04-13,强烈控盘,16.18
000711,*ST京蓝,000711.sz,2015-04-13,中度控盘,16.36
000712,锦龙股份,000712.sz,2015-04-13,强烈控盘,42.26
000713,丰乐种业,000713.sz,2015-04-13,强烈控盘,12.09
000715,中兴商业,000715.sz,2014-08-18,强烈控盘,9.91
000716,黑芝麻,000716.sz,2015-04-13,强烈控盘,16.26
000717,韶钢松山,000717.sz,2015-04-13,强烈控盘,5.61
000718,苏宁环球,000718.sz,2015-04-13,强烈控盘,7.35
000720,新能泰山,000720.sz,2015-04-13,强烈控盘,7.58
000721,西安饮食,000721.sz,2015-04-13,强烈控盘,6.92
000722,湖南发展,000722.sz,2015-04-13,强烈控盘,14.48
000723,美锦能源,000723.sz,2015-04-13,强烈控盘,9.42
000725,京东方Ａ,000725.sz,2015-04-13,强烈控盘,3.9
000726,鲁  泰Ａ,000726.sz,2015-04-13,强烈控盘,12.58
000727,华东科技,000727.sz,2015-04-13,强烈控盘,9.79
000728,国元证券,000728.sz,2015-04-13,强烈控盘,33.96
000729,燕京啤酒,000729.sz,2015-04-13,强烈控盘,7.93
000731,四川美丰,000731.sz,2015-04-13,强烈控盘,11.07
000732,泰禾集团,000732.sz,2015-04-13,强烈控盘,19.12
000733,振华科技,000733.sz,2015-04-13,强烈控盘,22.09
000735,罗 牛 山,000735.sz,2015-04-13,高度控盘,8.89
000736,中房地产,000736.sz,2015-04-13,强烈控盘,12.29
000737,南风化工,000737.sz,2015-04-13,强烈控盘,5.99
000738,中航动控,000738.sz,2015-04-13,强烈控盘,19.91
000739,普洛药业,000739.sz,2015-04-03,强烈控盘,9.31
000748,长城信息,000748.sz,2015-04-13,强烈控盘,39.62
000750,国海证券,000750.sz,2015-04-13,强烈控盘,18.2
000751,锌业股份,000751.sz,2015-04-13,强烈控盘,7.48
000752,西藏发展,000752.sz,2015-04-13,强烈控盘,17.79
000753,漳州发展,000753.sz,2015-04-13,强烈控盘,10.05
000756,新华制药,000756.sz,2015-04-13,强烈控盘,10.74
000757,浩物股份,000757.sz,2015-04-13,强烈控盘,9.34
000758,中色股份,000758.sz,2015-04-13,强烈控盘,18.3
000759,中百集团,000759.sz,2015-04-13,强烈控盘,8.78
000760,斯太尔,000760.sz,2015-04-13,强烈控盘,15.79
000761,本钢板材,000761.sz,2015-04-13,强烈控盘,5.5
000762,西藏矿业,000762.sz,2015-04-13,强烈控盘,17.61
000766,通化金马,000766.sz,2015-03-19,强烈控盘,7.54
000767,漳泽电力,000767.sz,2015-04-13,高度控盘,5.89
000768,中航飞机,000768.sz,2015-04-13,高度控盘,24.84
000776,广发证券,000776.sz,2015-04-13,强烈控盘,24.37
000777,中核科技,000777.sz,2015-04-13,高度控盘,36.94
000778,新兴铸管,000778.sz,2015-04-13,强烈控盘,6.04
000780,平庄能源,000780.sz,2015-04-13,强烈控盘,6.37
000782,美达股份,000782.sz,2015-04-13,强烈控盘,11.47
000783,长江证券,000783.sz,2015-04-13,强烈控盘,15.62
000785,武汉中商,000785.sz,2015-04-13,强烈控盘,10.55
000786,北新建材,000786.sz,2015-04-09,强烈控盘,27.98
000788,北大医药,000788.sz,2015-04-13,强烈控盘,17.83
000789,万年青,000789.sz,2015-04-13,强烈控盘,14.79
000790,华神集团,000790.sz,2015-04-13,强烈控盘,14.05
000791,甘肃电投,000791.sz,2015-04-13,中度控盘,14.48
000792,盐湖股份,000792.sz,2015-04-13,强烈控盘,24.76
000793,华闻传媒,000793.sz,2015-04-08,强烈控盘,14.92
000795,太原刚玉,000795.sz,2015-04-13,强烈控盘,11.86
000796,易食股份,000796.sz,2014-09-01,强烈控盘,6.52
000797,中国武夷,000797.sz,2015-04-13,强烈控盘,18.97
000798,中水渔业,000798.sz,2015-04-13,强烈控盘,11.07
000799,酒 鬼 酒,000799.sz,2015-04-13,强烈控盘,17.71
000800,一汽轿车,000800.sz,2015-04-13,高度控盘,17.08
000801,四川九洲,000801.sz,2015-04-13,强烈控盘,21.72
000802,北京文化,000802.sz,2015-04-13,强烈控盘,17.07
000803,金宇车城,000803.sz,2015-04-13,强烈控盘,16.42
000806,银河投资,000806.sz,2015-04-13,强烈控盘,11.47
000807,云铝股份,000807.sz,2015-04-13,强烈控盘,7.81
000809,铁岭新城,000809.sz,2015-04-13,强烈控盘,12.7
000810,创维数字,000810.sz,2015-04-13,强烈控盘,29.01
000811,烟台冰轮,000811.sz,2015-04-13,强烈控盘,13.77
000812,陕西金叶,000812.sz,2015-04-13,强烈控盘,12.5
000813,天山纺织,000813.sz,2015-04-13,强烈控盘,9.31
000815,美利纸业,000815.sz,2015-04-13,强烈控盘,12.03
000816,江淮动力,000816.sz,2015-04-13,强烈控盘,9.88
000818,方大化工,000818.sz,2015-04-13,强烈控盘,5.3
000819,岳阳兴长,000819.sz,2015-04-13,强烈控盘,22.02
000820,金城股份,000820.sz,2015-04-13,强烈控盘,11.33
000821,京山轻机,000821.sz,2015-04-13,强烈控盘,16.33
000823,超声电子,000823.sz,2015-04-13,强烈控盘,13.81
000825,太钢不锈,000825.sz,2015-04-13,强烈控盘,5
000826,桑德环境,000826.sz,2015-04-13,高度控盘,27.19
000828,东莞控股,000828.sz,2015-04-13,强烈控盘,8.09
000829,天音控股,000829.sz,2015-04-13,强烈控盘,15.3
000830,鲁西化工,000830.sz,2015-04-13,强烈控盘,6.12
000831,五矿稀土,000831.sz,2015-04-13,轻度控盘,33.26
000833,贵糖股份,000833.sz,2015-04-13,强烈控盘,10.54
000835,长城动漫,000835.sz,2015-04-13,强烈控盘,15.91
000836,鑫茂科技,000836.sz,2015-04-13,强烈控盘,11.72
000837,秦川机床,000837.sz,2015-04-13,强烈控盘,14.12
000838,国兴地产,000838.sz,2015-04-13,强烈控盘,13.42
000839,中信国安,000839.sz,2015-04-13,强烈控盘,16.15
000848,承德露露,000848.sz,2015-04-13,强烈控盘,22.62
000850,华茂股份,000850.sz,2015-04-13,强烈控盘,8.54
000851,高鸿股份,000851.sz,2015-04-13,强烈控盘,17.58
